Mon-Yr,county,price
Jan-1990,CA,194952
Feb-1990,CA,196273
Mar-1990,CA,194856
Apr-1990,CA,196111
May-1990,CA,195281
Jun-1990,CA,194410
Jul-1990,CA,193088
Aug-1990,CA,192180
Sep-1990,CA,189979
Oct-1990,CA,187630
Nov-1990,CA,192020
Dec-1990,CA,190375
Jan-1991,CA,192054
Feb-1991,CA,194806
Mar-1991,CA,202666
Apr-1991,CA,207718
May-1991,CA,211001
Jun-1991,CA,206722
Jul-1991,CA,206069
Aug-1991,CA,200340
Sep-1991,CA,197801
Oct-1991,CA,196021
Nov-1991,CA,194192
Dec-1991,CA,199452
Jan-1992,CA,196410
Feb-1992,CA,198220
Mar-1992,CA,200500
Apr-1992,CA,198700
May-1992,CA,203420
Jun-1992,CA,199460
Jul-1992,CA,199150
Aug-1992,CA,194670
Sep-1992,CA,195840
Oct-1992,CA,194000
Nov-1992,CA,189670
Dec-1992,CA,193330
Jan-1993,CA,191670
Feb-1993,CA,187440
Mar-1993,CA,189130
Apr-1993,CA,192600
May-1993,CA,188850
Jun-1993,CA,188650
Jul-1993,CA,190540
Aug-1993,CA,189010
Sep-1993,CA,186740
Oct-1993,CA,185920
Nov-1993,CA,184700
Dec-1993,CA,184980
Jan-1994,CA,183046
Feb-1994,CA,182258
Mar-1994,CA,185472
Apr-1994,CA,186968
May-1994,CA,185500
Jun-1994,CA,189680
Jul-1994,CA,188081
Aug-1994,CA,185790
Sep-1994,CA,185158
Oct-1994,CA,181862
Nov-1994,CA,180907
Dec-1994,CA,177421
Jan-1995,CA,177200
Feb-1995,CA,172974
Mar-1995,CA,175274
Apr-1995,CA,176768
May-1995,CA,176448
Jun-1995,CA,180649
Jul-1995,CA,180253
Aug-1995,CA,182467
Sep-1995,CA,180529
Oct-1995,CA,175861
Nov-1995,CA,176203
Dec-1995,CA,175372
Jan-1996,CA,174859
Feb-1996,CA,170860
Mar-1996,CA,175975
Apr-1996,CA,178536
May-1996,CA,179095
Jun-1996,CA,181191
Jul-1996,CA,182416
Aug-1996,CA,180825
Sep-1996,CA,179740
Oct-1996,CA,174454
Nov-1996,CA,175495
Dec-1996,CA,171940
Jan-1997,CA,175625
Feb-1997,CA,167790
Mar-1997,CA,177735
Apr-1997,CA,181218
May-1997,CA,185010
Jun-1997,CA,188801
Jul-1997,CA,190625
Aug-1997,CA,191856
Sep-1997,CA,191600
Oct-1997,CA,189283
Nov-1997,CA,190763
Dec-1997,CA,186555
Jan-1998,CA,188094
Feb-1998,CA,183898
Mar-1998,CA,193909
Apr-1998,CA,198252
May-1998,CA,202956
Jun-1998,CA,209003
Jul-1998,CA,210831
Aug-1998,CA,207780
Sep-1998,CA,202138
Oct-1998,CA,194961
Nov-1998,CA,197058
Dec-1998,CA,198121
Jan-1999,CA,202201
Feb-1999,CA,197870
Mar-1999,CA,212330
Apr-1999,CA,216490
May-1999,CA,220410
Jun-1999,CA,224678
Jul-1999,CA,220529
Aug-1999,CA,224195
Sep-1999,CA,218713
Oct-1999,CA,215822
Nov-1999,CA,218537
Dec-1999,CA,225264
Jan-2000,CA,226870
Feb-2000,CA,227155
Mar-2000,CA,233138
Apr-2000,CA,237057
May-2000,CA,240467
Jun-2000,CA,243102
Jul-2000,CA,242097
Aug-2000,CA,254686
Sep-2000,CA,246533
Oct-2000,CA,251217
Nov-2000,CA,250662
Dec-2000,CA,248354
Jan-2001,CA,244112
Feb-2001,CA,241693
Mar-2001,CA,257548
Apr-2001,CA,255310
May-2001,CA,255857
Jun-2001,CA,267412
Jul-2001,CA,267517
Aug-2001,CA,282421
Sep-2001,CA,275624
Oct-2001,CA,263020
Nov-2001,CA,270210
Dec-2001,CA,281332
Jan-2002,CA,287076
Feb-2002,CA,294865
Mar-2002,CA,305838
Apr-2002,CA,317121
May-2002,CA,319591
Jun-2002,CA,324638
Jul-2002,CA,321903
Aug-2002,CA,334273
Sep-2002,CA,322452
Oct-2002,CA,324672
Nov-2002,CA,328440
Dec-2002,CA,338836
Jan-2003,CA,336212
Feb-2003,CA,326645
Mar-2003,CA,351130
Apr-2003,CA,364040
May-2003,CA,367630
Jun-2003,CA,374530
Jul-2003,CA,381940
Aug-2003,CA,406140
Sep-2003,CA,384690
Oct-2003,CA,379120
Nov-2003,CA,384470
Dec-2003,CA,401720
Jan-2004,CA,404460
Feb-2004,CA,391550
Mar-2004,CA,428060
Apr-2004,CA,452680
May-2004,CA,463320
Jun-2004,CA,468050
Jul-2004,CA,461760
Aug-2004,CA,473520
Sep-2004,CA,463630
Oct-2004,CA,459530
Nov-2004,CA,471980
Dec-2004,CA,474270
Jan-2005,CA,484580
Feb-2005,CA,470920
Mar-2005,CA,496890
Apr-2005,CA,510400
May-2005,CA,522530
Jun-2005,CA,542330
Jul-2005,CA,539840
Aug-2005,CA,567320
Sep-2005,CA,543510
Oct-2005,CA,537930
Nov-2005,CA,547870
Dec-2005,CA,547400
Jan-2006,CA,549460
Feb-2006,CA,534400
Mar-2006,CA,562130
Apr-2006,CA,562820
May-2006,CA,563860
Jun-2006,CA,575850
Jul-2006,CA,567860
Aug-2006,CA,577300
Sep-2006,CA,557150
Oct-2006,CA,552020
Nov-2006,CA,555280
Dec-2006,CA,569560
Jan-2007,CA,551220
Feb-2007,CA,554280
Mar-2007,CA,582930
Apr-2007,CA,594110
May-2007,CA,594530
Jun-2007,CA,591280
Jul-2007,CA,587560
Aug-2007,CA,588670
Sep-2007,CA,535760
Oct-2007,CA,501730
Nov-2007,CA,490511
Dec-2007,CA,480820
Jan-2008,CA,427200
Feb-2008,CA,418260
Mar-2008,CA,414520
Apr-2008,CA,404590
May-2008,CA,386620
Jun-2008,CA,373100
Jul-2008,CA,355000
Aug-2008,CA,352730
Sep-2008,CA,319310
Oct-2008,CA,307210
Nov-2008,CA,287880
Dec-2008,CA,283060
Jan-2009,CA,249960
Feb-2009,CA,245230
Mar-2009,CA,249790
Apr-2009,CA,253110
May-2009,CA,263440
Jun-2009,CA,274640
Jul-2009,CA,285310
Aug-2009,CA,293400
Sep-2009,CA,296610
Oct-2009,CA,297500
Nov-2009,CA,304550
Dec-2009,CA,306860
Jan-2010,CA,284600
Feb-2010,CA,278190
Mar-2010,CA,300900
Apr-2010,CA,307000
May-2010,CA,327460
Jun-2010,CA,313890
Jul-2010,CA,318550
Aug-2010,CA,320860
Sep-2010,CA,309720
Oct-2010,CA,305150
Nov-2010,CA,296480
Dec-2010,CA,304770
Jan-2011,CA,279220
Feb-2011,CA,271370
Mar-2011,CA,286550
Apr-2011,CA,294140
May-2011,CA,292850
Jun-2011,CA,296410
Jul-2011,CA,297660
Aug-2011,CA,297060
Sep-2011,CA,288700
Oct-2011,CA,277450
Nov-2011,CA,279910
Dec-2011,CA,288950
Jan-2012,CA,271490
Feb-2012,CA,268810
Mar-2012,CA,295630
Apr-2012,CA,312500
May-2012,CA,316460
Jun-2012,CA,320990
Jul-2012,CA,334220
Aug-2012,CA,343800
Sep-2012,CA,344760
Oct-2012,CA,340910
Nov-2012,CA,345560
Dec-2012,CA,365840
Jan-2013,CA,336650
Feb-2013,CA,333180
Mar-2013,CA,379000
Apr-2013,CA,402830
May-2013,CA,417350
Jun-2013,CA,428700
Jul-2013,CA,433910
Aug-2013,CA,441010
Sep-2013,CA,428290
Oct-2013,CA,427540
Nov-2013,CA,423090
Dec-2013,CA,438790
Jan-2014,CA,412820
Feb-2014,CA,406460
Mar-2014,CA,437100
Apr-2014,CA,448720
May-2014,CA,465470
Jun-2014,CA,457700
Jul-2014,CA,464750
Aug-2014,CA,481250
Sep-2014,CA,462380
Oct-2014,CA,450460
Nov-2014,CA,444630
Dec-2014,CA,453270
Jan-2015,CA,428980
Feb-2015,CA,429930
Mar-2015,CA,464640
Apr-2015,CA,484370
May-2015,CA,489190
Jun-2015,CA,492250
Jul-2015,CA,490780
Aug-2015,CA,497520
Sep-2015,CA,484670
Oct-2015,CA,478780
Nov-2015,CA,477060
Dec-2015,CA,489770
Jan-2016,CA,467160
Feb-2016,CA,444780
Mar-2016,CA,484120
Apr-2016,CA,509240
May-2016,CA,519930
Jun-2016,CA,518980
Jul-2016,CA,511420
Aug-2016,CA,527490
Sep-2016,CA,516450
Oct-2016,CA,513520
Nov-2016,CA,502490
Dec-2016,CA,510560
Jan-2017,CA,491840
Feb-2017,CA,480270
Mar-2017,CA,518600
Apr-2017,CA,537950
May-2017,CA,550239
Jun-2017,CA,555410
Jul-2017,CA,549460
Aug-2017,CA,565330
Sep-2017,CA,555410
Oct-2017,CA,546430
Nov-2017,CA,546820
Dec-2017,CA,546550
Jan-2018,CA,527780
Feb-2018,CA,522440
Mar-2018,CA,564830
Apr-2018,CA,584460
May-2018,CA,600860
Jun-2018,CA,602770
Jul-2018,CA,591230
Aug-2018,CA,595920
Sep-2018,CA,578420
Oct-2018,CA,572000
Nov-2018,CA,554240
Dec-2018,CA,557740
Jan-2019,CA,536830
Feb-2019,CA,534120
Mar-2019,CA,565740
Apr-2019,CA,603030
May-2019,CA,610940
Jun-2019,CA,610720
Jul-2019,CA,607990
Aug-2019,CA,617410
Sep-2019,CA,605680
Oct-2019,CA,605280
Nov-2019,CA,589770
Dec-2019,CA,614880
Jan-2020,CA,575160
Feb-2020,CA,579770
Mar-2020,CA,612440
Apr-2020,CA,606410
May-2020,CA,588070
Jun-2020,CA,626170
Jul-2020,CA,666320
Aug-2020,CA,706900
Sep-2020,CA,712430
Oct-2020,CA,711300
Nov-2020,CA,698980
Dec-2020,CA,717930
Jan-2021,CA,699920
Feb-2021,CA,699000
Mar-2021,CA,758990
Apr-2021,CA,814010
May-2021,CA,818260
Jun-2021,CA,819630
Jul-2021,CA,811170
Aug-2021,CA,827940
Sep-2021,CA,808890
Oct-2021,CA,798440
Nov-2021,CA,782480
Dec-2021,CA,796570
Jan-2022,CA,765580
Jan-1990,Alameda,226149
Feb-1990,Alameda,219306
Mar-1990,Alameda,225162
Apr-1990,Alameda,229333
May-1990,Alameda,232291
Jun-1990,Alameda,231250
Jul-1990,Alameda,232916
Aug-1990,Alameda,228467
Sep-1990,Alameda,225000
Oct-1990,Alameda,221093
Nov-1990,Alameda,226126
Dec-1990,Alameda,218161
Jan-1991,Alameda,216532
Feb-1991,Alameda,222896
Mar-1991,Alameda,221768
Apr-1991,Alameda,233192
May-1991,Alameda,239885
Jun-1991,Alameda,229129
Jul-1991,Alameda,234042
Aug-1991,Alameda,231551
Sep-1991,Alameda,224811
Oct-1991,Alameda,221656
Nov-1991,Alameda,221098
Dec-1991,Alameda,228195
Jan-1992,Alameda,212500
Feb-1992,Alameda,213194
Mar-1992,Alameda,222837
Apr-1992,Alameda,226946
May-1992,Alameda,221220
Jun-1992,Alameda,229885
Jul-1992,Alameda,222153
Aug-1992,Alameda,223511
Sep-1992,Alameda,219496
Oct-1992,Alameda,214925
Nov-1992,Alameda,217514
Dec-1992,Alameda,222321
Jan-1993,Alameda,209583
Feb-1993,Alameda,201699
Mar-1993,Alameda,216313
Apr-1993,Alameda,219999
May-1993,Alameda,219897
Jun-1993,Alameda,228279
Jul-1993,Alameda,215408
Aug-1993,Alameda,223888
Sep-1993,Alameda,212005
Oct-1993,Alameda,208918
Nov-1993,Alameda,215714
Dec-1993,Alameda,207994
Jan-1994,Alameda,207822
Feb-1994,Alameda,204389
Mar-1994,Alameda,209117
Apr-1994,Alameda,217890
May-1994,Alameda,205494
Jun-1994,Alameda,216705
Jul-1994,Alameda,205912
Aug-1994,Alameda,203947
Sep-1994,Alameda,211482
Oct-1994,Alameda,207390
Nov-1994,Alameda,203550
Dec-1994,Alameda,208654
Jan-1995,Alameda,194528
Feb-1995,Alameda,199258
Mar-1995,Alameda,198888
Apr-1995,Alameda,204610
May-1995,Alameda,209335
Jun-1995,Alameda,214090
Jul-1995,Alameda,212316
Aug-1995,Alameda,211904
Sep-1995,Alameda,210893
Oct-1995,Alameda,207414
Nov-1995,Alameda,206743
Dec-1995,Alameda,204362
Jan-1996,Alameda,201739
Feb-1996,Alameda,205250
Mar-1996,Alameda,208046
Apr-1996,Alameda,210130
May-1996,Alameda,213709
Jun-1996,Alameda,213414
Jul-1996,Alameda,222612
Aug-1996,Alameda,218452
Sep-1996,Alameda,218251
Oct-1996,Alameda,220375
Nov-1996,Alameda,216186
Dec-1996,Alameda,211695
Jan-1997,Alameda,213461
Feb-1997,Alameda,206818
Mar-1997,Alameda,207143
Apr-1997,Alameda,230023
May-1997,Alameda,230387
Jun-1997,Alameda,231725
Jul-1997,Alameda,240294
Aug-1997,Alameda,234529
Sep-1997,Alameda,234023
Oct-1997,Alameda,239244
Nov-1997,Alameda,239999
Dec-1997,Alameda,234375
Jan-1998,Alameda,229687
Feb-1998,Alameda,234772
Mar-1998,Alameda,239595
Apr-1998,Alameda,259606
May-1998,Alameda,255440
Jun-1998,Alameda,267806
Jul-1998,Alameda,267601
Aug-1998,Alameda,263517
Sep-1998,Alameda,257258
Oct-1998,Alameda,261234
Nov-1998,Alameda,253846
Dec-1998,Alameda,253846
Jan-1999,Alameda,248195
Feb-1999,Alameda,245121
Mar-1999,Alameda,272404
Apr-1999,Alameda,290334
May-1999,Alameda,301751
Jun-1999,Alameda,313474
Jul-1999,Alameda,313182
Aug-1999,Alameda,313481
Sep-1999,Alameda,285163
Oct-1999,Alameda,312879
Nov-1999,Alameda,302842
Dec-1999,Alameda,292804
Jan-2000,Alameda,323795
Feb-2000,Alameda,327747
Mar-2000,Alameda,348034
Apr-2000,Alameda,371064
May-2000,Alameda,369383
Jun-2000,Alameda,391288
Jul-2000,Alameda,372433
Aug-2000,Alameda,359120
Sep-2000,Alameda,361250
Oct-2000,Alameda,393343
Nov-2000,Alameda,406364
Dec-2000,Alameda,410952
Jan-2001,Alameda,391303
Feb-2001,Alameda,400962
Mar-2001,Alameda,421542
Apr-2001,Alameda,426373
May-2001,Alameda,394444
Jun-2001,Alameda,405389
Jul-2001,Alameda,404872
Aug-2001,Alameda,408836
Sep-2001,Alameda,385210
Oct-2001,Alameda,388753
Nov-2001,Alameda,389887
Dec-2001,Alameda,394957
Jan-2002,Alameda,390576
Feb-2002,Alameda,405181
Mar-2002,Alameda,403448
Apr-2002,Alameda,455749
May-2002,Alameda,447773
Jun-2002,Alameda,471222
Jul-2002,Alameda,464999
Aug-2002,Alameda,460958
Sep-2002,Alameda,459832
Oct-2002,Alameda,452391
Nov-2002,Alameda,450990
Dec-2002,Alameda,453079
Jan-2003,Alameda,441025
Feb-2003,Alameda,439080
Mar-2003,Alameda,471632
Apr-2003,Alameda,471715
May-2003,Alameda,471005
Jun-2003,Alameda,488474
Jul-2003,Alameda,486363
Aug-2003,Alameda,483883
Sep-2003,Alameda,483461
Oct-2003,Alameda,478347
Nov-2003,Alameda,485191
Dec-2003,Alameda,491495
Jan-2004,Alameda,489603
Feb-2004,Alameda,530746
Mar-2004,Alameda,528871
Apr-2004,Alameda,558392
May-2004,Alameda,591700
Jun-2004,Alameda,589285
Jul-2004,Alameda,595273
Aug-2004,Alameda,586409
Sep-2004,Alameda,590576
Oct-2004,Alameda,604464
Nov-2004,Alameda,599397
Dec-2004,Alameda,604392
Jan-2005,Alameda,584360
Feb-2005,Alameda,619320
Mar-2005,Alameda,649200
Apr-2005,Alameda,659260
May-2005,Alameda,665320
Jun-2005,Alameda,681540
Jul-2005,Alameda,678650
Aug-2005,Alameda,676080
Sep-2005,Alameda,666730
Oct-2005,Alameda,665100
Nov-2005,Alameda,671490
Dec-2005,Alameda,663480
Jan-2006,Alameda,645600
Feb-2006,Alameda,663950
Mar-2006,Alameda,663640
Apr-2006,Alameda,686820
May-2006,Alameda,682690
Jun-2006,Alameda,685580
Jul-2006,Alameda,677310
Aug-2006,Alameda,673460
Sep-2006,Alameda,659110
Oct-2006,Alameda,658650
Nov-2006,Alameda,643840
Dec-2006,Alameda,659040
Jan-2007,Alameda,651220
Feb-2007,Alameda,655090
Mar-2007,Alameda,684310
Apr-2007,Alameda,692900
May-2007,Alameda,709420
Jun-2007,Alameda,694780
Jul-2007,Alameda,696330
Aug-2007,Alameda,703180
Sep-2007,Alameda,662560
Oct-2007,Alameda,658420
Nov-2007,Alameda,659550
Dec-2007,Alameda,616220
Jan-2008,Alameda,561360
Feb-2008,Alameda,556300
Mar-2008,Alameda,569370
Apr-2008,Alameda,537990
May-2008,Alameda,528890
Jun-2008,Alameda,536310
Jul-2008,Alameda,526000
Aug-2008,Alameda,470250
Sep-2008,Alameda,427040
Oct-2008,Alameda,405400
Nov-2008,Alameda,390270
Dec-2008,Alameda,368240
Jan-2009,Alameda,324170
Feb-2009,Alameda,327370
Mar-2009,Alameda,316440
Apr-2009,Alameda,337100
May-2009,Alameda,374850
Jun-2009,Alameda,405260
Jul-2009,Alameda,397460
Aug-2009,Alameda,392260
Sep-2009,Alameda,432440
Oct-2009,Alameda,427180
Nov-2009,Alameda,431980
Dec-2009,Alameda,408590
Jan-2010,Alameda,383330
Feb-2010,Alameda,410230
Mar-2010,Alameda,432720
Apr-2010,Alameda,407830
May-2010,Alameda,472370
Jun-2010,Alameda,474520
Jul-2010,Alameda,458180
Aug-2010,Alameda,440480
Sep-2010,Alameda,424770
Oct-2010,Alameda,444670
Nov-2010,Alameda,434420
Dec-2010,Alameda,412210
Jan-2011,Alameda,363750
Feb-2011,Alameda,392660
Mar-2011,Alameda,420420
Apr-2011,Alameda,390960
May-2011,Alameda,415830
Jun-2011,Alameda,415300
Jul-2011,Alameda,420150
Aug-2011,Alameda,407420
Sep-2011,Alameda,390440
Oct-2011,Alameda,391710
Nov-2011,Alameda,396990
Dec-2011,Alameda,383430
Jan-2012,Alameda,340600
Feb-2012,Alameda,360670
Mar-2012,Alameda,372220
Apr-2012,Alameda,412590
May-2012,Alameda,430340
Jun-2012,Alameda,459760
Jul-2012,Alameda,473600
Aug-2012,Alameda,466760
Sep-2012,Alameda,454170
Oct-2012,Alameda,460670
Nov-2012,Alameda,467840
Dec-2012,Alameda,463010
Jan-2013,Alameda,466830
Feb-2013,Alameda,451580
Mar-2013,Alameda,523280
Apr-2013,Alameda,573000
May-2013,Alameda,593160
Jun-2013,Alameda,604600
Jul-2013,Alameda,614810
Aug-2013,Alameda,607240
Sep-2013,Alameda,604100
Oct-2013,Alameda,588600
Nov-2013,Alameda,607900
Dec-2013,Alameda,585440
Jan-2014,Alameda,559110
Feb-2014,Alameda,572630
Mar-2014,Alameda,623110
Apr-2014,Alameda,656140
May-2014,Alameda,680020
Jun-2014,Alameda,695210
Jul-2014,Alameda,688870
Aug-2014,Alameda,691500
Sep-2014,Alameda,652610
Oct-2014,Alameda,659660
Nov-2014,Alameda,670320
Dec-2014,Alameda,645680
Jan-2015,Alameda,610130
Feb-2015,Alameda,651950
Mar-2015,Alameda,713060
Apr-2015,Alameda,742340
May-2015,Alameda,763740
Jun-2015,Alameda,750000
Jul-2015,Alameda,765000
Aug-2015,Alameda,735000
Sep-2015,Alameda,731000
Oct-2015,Alameda,710000
Nov-2015,Alameda,730000
Dec-2015,Alameda,731500
Jan-2016,Alameda,700000
Feb-2016,Alameda,715000
Mar-2016,Alameda,758000
Apr-2016,Alameda,800000
May-2016,Alameda,828000
Jun-2016,Alameda,803000
Jul-2016,Alameda,800000
Aug-2016,Alameda,775000
Sep-2016,Alameda,760000
Oct-2016,Alameda,775000
Nov-2016,Alameda,800000
Dec-2016,Alameda,755000
Jan-2017,Alameda,755000
Feb-2017,Alameda,786000
Mar-2017,Alameda,833750
Apr-2017,Alameda,875000
May-2017,Alameda,862000
Jun-2017,Alameda,900000
Jul-2017,Alameda,875500
Aug-2017,Alameda,867500
Sep-2017,Alameda,853000
Oct-2017,Alameda,862450
Nov-2017,Alameda,880000
Dec-2017,Alameda,862000
Jan-2018,Alameda,840000
Feb-2018,Alameda,832000
Mar-2018,Alameda,955000
Apr-2018,Alameda,969300
May-2018,Alameda,1025000
Jun-2018,Alameda,1015000
Jul-2018,Alameda,970000
Aug-2018,Alameda,960000
Sep-2018,Alameda,900000
Oct-2018,Alameda,900000
Nov-2018,Alameda,900000
Dec-2018,Alameda,850000
Jan-2019,Alameda,826000
Feb-2019,Alameda,860000
Mar-2019,Alameda,911000
Apr-2019,Alameda,940000
May-2019,Alameda,959000
Jun-2019,Alameda,960000
Jul-2019,Alameda,950000
Aug-2019,Alameda,905500
Sep-2019,Alameda,910000
Oct-2019,Alameda,925000
Nov-2019,Alameda,910000
Dec-2019,Alameda,881500
Jan-2020,Alameda,875000
Feb-2020,Alameda,945000
Mar-2020,Alameda,970500
Apr-2020,Alameda,1030000
May-2020,Alameda,955000
Jun-2020,Alameda,976000
Jul-2020,Alameda,1027500
Aug-2020,Alameda,1028220
Sep-2020,Alameda,1050000
Oct-2020,Alameda,1049000
Nov-2020,Alameda,1049040
Dec-2020,Alameda,1060000
Jan-2021,Alameda,1060000
Feb-2021,Alameda,1100000
Mar-2021,Alameda,1163000
Apr-2021,Alameda,1300000
May-2021,Alameda,1312500
Jun-2021,Alameda,1300000
Jul-2021,Alameda,1300000
Aug-2021,Alameda,1300000
Sep-2021,Alameda,1300000
Oct-2021,Alameda,1280000
Nov-2021,Alameda,1300000
Dec-2021,Alameda,1200000
Jan-2022,Alameda,1250000
Mar-2004,Amador,248213
Apr-2004,Amador,248809
May-2004,Amador,284374
Jun-2004,Amador,262500
Jul-2004,Amador,281521
Aug-2004,Amador,279166
Sep-2004,Amador,278846
Oct-2004,Amador,289999
Nov-2004,Amador,290908
Dec-2004,Amador,327778
Jan-2005,Amador,328571
Feb-2005,Amador,340000
Mar-2005,Amador,342000
Apr-2005,Amador,338889
May-2005,Amador,335000
Jun-2005,Amador,383333
Jul-2005,Amador,373809
Aug-2005,Amador,357812
Sep-2005,Amador,354761
Oct-2005,Amador,367856
Nov-2005,Amador,372222
Dec-2005,Amador,329545
Jan-2006,Amador,361538
Feb-2006,Amador,318750
Mar-2006,Amador,350000
Apr-2006,Amador,369230
May-2006,Amador,412500
Jun-2006,Amador,357142
Jul-2006,Amador,362499
Aug-2006,Amador,367646
Sep-2006,Amador,350000
Oct-2006,Amador,387499
Nov-2006,Amador,363636
Dec-2006,Amador,325000
Jan-2007,Amador,327778
Feb-2007,Amador,333333
Mar-2007,Amador,334375
Apr-2007,Amador,350000
May-2007,Amador,366666
Jun-2007,Amador,364285
Jul-2007,Amador,314286
Aug-2007,Amador,333333
Sep-2007,Amador,294999
Oct-2007,Amador,325000
Nov-2007,Amador,331818
Dec-2007,Amador,283333
Jan-2008,Amador,259375
Feb-2008,Amador,289999
Mar-2008,Amador,289999
Apr-2008,Amador,307143
May-2008,Amador,266666
Jun-2008,Amador,287499
Jul-2008,Amador,300000
Aug-2008,Amador,262500
Sep-2008,Amador,252500
Oct-2008,Amador,291666
Nov-2008,Amador,225000
Dec-2008,Amador,261111
Jan-2009,Amador,216666
Feb-2009,Amador,206250
Mar-2009,Amador,204167
Apr-2009,Amador,186666
May-2009,Amador,232142
Jun-2009,Amador,208333
Jul-2009,Amador,200000
Aug-2009,Amador,214285
Sep-2009,Amador,225000
Oct-2009,Amador,215625
Nov-2009,Amador,180000
Dec-2009,Amador,160000
Jan-2010,Amador,170000
Feb-2010,Amador,190000
Mar-2010,Amador,186000
Apr-2010,Amador,170000
May-2010,Amador,208330
Jun-2010,Amador,188000
Jul-2010,Amador,200000
Aug-2010,Amador,172500
Sep-2010,Amador,167500
Oct-2010,Amador,186670
Nov-2010,Amador,137500
Dec-2010,Amador,173330
Jan-2011,Amador,160000
Feb-2011,Amador,200000
Mar-2011,Amador,170000
Apr-2011,Amador,130000
May-2011,Amador,171250
Jun-2011,Amador,152500
Jul-2011,Amador,170000
Aug-2011,Amador,145000
Sep-2011,Amador,130000
Oct-2011,Amador,147140
Nov-2011,Amador,190000
Dec-2011,Amador,142220
Jan-2012,Amador,135000
Feb-2012,Amador,176670
Mar-2012,Amador,118750
Apr-2012,Amador,183330
May-2012,Amador,160000
Jun-2012,Amador,146670
Jul-2012,Amador,200000
Aug-2012,Amador,175000
Sep-2012,Amador,196670
Oct-2012,Amador,192000
Nov-2012,Amador,186670
Dec-2012,Amador,177500
Jan-2013,Amador,184000
Feb-2013,Amador,225000
Mar-2013,Amador,200000
Apr-2013,Amador,193330
May-2013,Amador,219440
Jun-2013,Amador,233330
Jul-2013,Amador,196670
Aug-2013,Amador,213890
Sep-2013,Amador,252780
Oct-2013,Amador,198000
Nov-2013,Amador,212500
Dec-2013,Amador,192000
Jan-2014,Amador,180000
Feb-2014,Amador,206250
Mar-2014,Amador,214290
Apr-2014,Amador,190000
May-2014,Amador,242860
Jun-2014,Amador,238890
Jul-2014,Amador,247500
Aug-2014,Amador,211110
Sep-2014,Amador,225000
Oct-2014,Amador,265000
Nov-2014,Amador,231250
Dec-2014,Amador,229540
Jan-2015,Amador,210710
Feb-2015,Amador,271430
Mar-2015,Amador,250000
Apr-2015,Amador,227500
May-2015,Amador,233330
Jun-2015,Amador,256250
Jul-2015,Amador,287000
Aug-2015,Amador,335000
Sep-2015,Amador,240500
Oct-2015,Amador,267000
Nov-2015,Amador,285000
Dec-2015,Amador,275000
Jan-2016,Amador,215500
Feb-2016,Amador,275000
Mar-2016,Amador,307000
Apr-2016,Amador,235000
May-2016,Amador,268500
Jun-2016,Amador,319000
Jul-2016,Amador,275000
Aug-2016,Amador,257500
Sep-2016,Amador,243500
Oct-2016,Amador,276500
Nov-2016,Amador,275000
Dec-2016,Amador,272500
Jan-2017,Amador,295000
Feb-2017,Amador,265000
Mar-2017,Amador,314900
Apr-2017,Amador,327000
May-2017,Amador,350000
Jun-2017,Amador,337500
Jul-2017,Amador,320000
Aug-2017,Amador,334500
Sep-2017,Amador,315000
Oct-2017,Amador,309000
Nov-2017,Amador,348950
Dec-2017,Amador,305000
Jan-2018,Amador,330000
Feb-2018,Amador,318500
Mar-2018,Amador,340000
Apr-2018,Amador,335000
May-2018,Amador,331500
Jun-2018,Amador,335000
Jul-2018,Amador,327000
Aug-2018,Amador,335000
Sep-2018,Amador,325500
Oct-2018,Amador,325000
Nov-2018,Amador,312500
Dec-2018,Amador,314720
Jan-2019,Amador,324000
Feb-2019,Amador,316000
Mar-2019,Amador,320000
Apr-2019,Amador,336500
May-2019,Amador,342750
Jun-2019,Amador,320000
Jul-2019,Amador,312500
Aug-2019,Amador,329000
Sep-2019,Amador,325000
Oct-2019,Amador,322000
Nov-2019,Amador,348500
Dec-2019,Amador,300000
Jan-2020,Amador,335000
Feb-2020,Amador,328000
Mar-2020,Amador,335000
Apr-2020,Amador,350000
May-2020,Amador,321000
Jun-2020,Amador,337500
Jul-2020,Amador,355000
Aug-2020,Amador,353500
Sep-2020,Amador,359900
Oct-2020,Amador,366500
Nov-2020,Amador,360000
Dec-2020,Amador,355000
Jan-2021,Amador,386250
Feb-2021,Amador,406280
Mar-2021,Amador,430000
Apr-2021,Amador,415000
May-2021,Amador,427500
Jun-2021,Amador,461000
Jul-2021,Amador,416000
Aug-2021,Amador,425000
Sep-2021,Amador,432500
Oct-2021,Amador,430640
Nov-2021,Amador,432500
Dec-2021,Amador,399000
Jan-2022,Amador,400000
Jan-1990,Butte,102143
Feb-1990,Butte,83333
Mar-1990,Butte,100000
Apr-1990,Butte,108000
May-1990,Butte,100000
Jun-1990,Butte,123043
Jul-1990,Butte,113571
Aug-1990,Butte,113333
Sep-1990,Butte,117499
Oct-1990,Butte,127143
Nov-1990,Butte,117999
Dec-1990,Butte,125333
Jan-1991,Butte,118332
Feb-1991,Butte,121333
Mar-1991,Butte,123000
Apr-1991,Butte,118749
May-1991,Butte,127894
Jun-1991,Butte,120714
Jul-1991,Butte,113571
Aug-1991,Butte,120500
Sep-1991,Butte,117856
Oct-1991,Butte,98333
Nov-1991,Butte,120625
Dec-1991,Butte,124545
